,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
1684,Visa and Immigration Consultant,Global Business Outsourcing Inc,"Ho Chi Minh City, Vietnam",VND8.000.000 - 12.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Consulting,2 months ago,2 months ago,"English, Self Motivated, Microsoft Office",https://glints.com/vn/opportunities/jobs/visa-and-immigration-consultant/fad72fef-bcb7-488b-93f7-65bc2feeebb0
1685,Head of Business Development,Jolie Siam,"Ho Chi Minh City, Vietnam",IDR100 - 200/month,5 - 10 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,16 days ago,15 days ago,"Marketing, Business Development, Sales",https://glints.com/vn/opportunities/jobs/head-of-business-development/cad37997-f61b-4ae6-ac90-21ca7cc944ee
1686,Thủ Kho Làm Việc Tại Hà Nội,Công ty TNHH Thương mại và đầu tư xuất nhập khẩu Việt Nam,"Hà Nội, Vietnam",VND10.000.000 - 12.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,4 months ago,3 months ago,"Phần Mềm Kế Toán, Kỹ năng giao tiếp, Làm việc độc lập và nhóm",https://glints.com/vn/opportunities/jobs/thu-kho-lam-viec-tai-ha-noi/0127c74e-708e-428e-9de7-b24c7aaa1e67
1687,Nhân Viên kinh doanh,MHD Land,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,,Việc làm fulltime,Business Development / Sales,12 days ago,12 days ago,"Giao Tiếp Tốt, Ngoại Hình Ưa Nhìn, Tư Vấn Khách Hàng, thuyết phục và đàm phán",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/12abe942-7db4-4e99-a54d-63f65559fe1b
1688,Teaching Assistant,Ivyprep Education,"Quận 7, Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Việc làm part time,Education,2 months ago,yesterday,"Tutor, English, Communication",https://glints.com/vn/opportunities/jobs/teaching-assistant/4bef1db4-6ff9-416e-abef-51af04f120fb
1689,Mid/Senior NFT Game Designer (Games),Storica,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,9 months ago,9 months ago,,https://glints.com/vn/opportunities/jobs/mid-senior-nft-game-designer-games/0ff22a82-b2b7-433a-83a9-01d02c3272d1
1690,Middle iOS Developer,Joblogic,"Quận 1, Ho Chi Minh City, Vietnam",Company prefers not to disclose,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"​MVC/MVP/MVVM, Ios Swift, Clean Architecture",https://glints.com/vn/opportunities/jobs/middle-ios-developer/ff4b739b-e089-410c-aca7-e144e205dedd
1691,Community Specialist,Karavan Việt Nam,"Quận 3, Ho Chi Minh City, Vietnam",VND15.000.000 - 20.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Content Writing, Social Media, Community Building",https://glints.com/vn/opportunities/jobs/community-specialist/02f8be78-5b76-452d-8992-b9e1bf1324fb
1692,NHÂN VIÊN SALE KÊNH MT KHU VỰC HỒ CHÍ  MINH,King Car Vietnam,"Quận 7, Ho Chi Minh City, Vietnam",VND7.000.000 - 10.000.000/month,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,6 months ago,4 months ago,"Kỹ Năng Đàm Phán, Kỹ năng làm việc nhóm, Kỹ năng giao tiếp tốt",https://glints.com/vn/opportunities/jobs/nhan-vien-sale-kenh-mt-khu-vuc-ho-chi-minh/0d8ec4a8-15fc-4dfa-8bcf-8fff59918b88
1693,Frontend Developer,Công ty Cổ phần Tập đoàn Công nghệ Unicloud (Unicloud Group),"Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,13 days ago,12 days ago,"Công Nghệ Thông Tin, Khoa Học Máy Tính, Cao Đẳng / Đại Học",https://glints.com/vn/opportunities/jobs/frontend-developer/301bcbb9-7eb2-4cbe-a973-38b33b6dc1fb
1694,Nhân viên Kế toán Thuế,Fado.vn,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,4 months ago,2 months ago,"Accountant, Tax Accounting, Ms Excel",https://glints.com/vn/opportunities/jobs/nhan-vien-ke-toan-thue/10ce3fec-284e-43b5-9326-f38290c591a7
1695,Product Manager,Fado.vn,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,4 months ago,21 days ago,"Product Management, Project Manager, Product Design",https://glints.com/vn/opportunities/jobs/product-manager/07235bd8-9886-4185-a8e7-dc870742b2d5
1696,Nhân viên Kế toán Thuế,Fado.vn,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,5 months ago,2 months ago,"Finance Accounting, Accounting, Tax Accounting",https://glints.com/vn/opportunities/jobs/nhan-vien-ke-toan-thue/3aed5b44-5878-4417-9031-037307361015
1697,Recruiter (Mass Recruitment),INKR Global,"Quận 7, Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Việc làm fulltime,Human Resource,1 month ago,17 days ago,"People Management, Video Conferencing, Good Comunication Skill, calendar management, Fluent In English Both Oral And Written, Applicant Tracking Systems, Collaboration",https://glints.com/vn/opportunities/jobs/recruiter-mass-recruitment/a4246cc7-39e6-4aa4-8b95-7a37d8202746
1698,SENIOR MARKETING EXECUTIVE (tuyển cả Remote),Bss Group,"Hà Nội, Vietnam",USD1.000/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,4 months ago,20 days ago,"paid ads, Email Marketing, Content Marketing, Partnerships",https://glints.com/vn/opportunities/jobs/senior-marketing-executive-tuyen-ca-remote/013e0419-7754-48a5-9ad0-c56308ce3eec
1699,Senior Event Executive,Keppel Land Vietnam,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,5 days ago,"Marketing Communications, Social Media Marketing, Digital Marketing, Marketing Strategy, Content Marketing",https://glints.com/vn/opportunities/jobs/senior-event-executive/8fc9ffe5-2cd3-4e61-83e4-c756c49ced9a
1700,Business Development Manager,Công ty Cổ phần Chứng khoán VNDIRECT,"Hà Nội, Vietnam",IDR100 - 200/month,5 - 10 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,24 days ago,9 days ago,"Business Manager, Business Development, Product Development, Banking & Finance, Business Administration, Manager",https://glints.com/vn/opportunities/jobs/business-development-manager/1e89be2b-bada-426a-840e-7b6df25062af
1701,Chuyên Viên Quản Lý Mô Hình Kinh Doanh,Công ty Cổ phần Chứng khoán VNDIRECT,"Hà Nội, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,16 days ago,13 days ago,"Tài chính, Hoạch Định Chính Sách, Đầu Tư, Quản Lý Kinh Doanh, Phân Tích Dữ Liệu, Data Analysis",https://glints.com/vn/opportunities/jobs/chuyen-vien-quan-ly-mo-hinh-kinh-doanh/133f2c63-3ea4-4896-971a-10eafe67911c
1702,TRƯỞNG NHÓM KINH DOANH ONLINE,CÔNG TY TNHH THỂ THAO SÔNG HỒNG,"Hà Nội, Vietnam",VND13.000.000 - 20.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,17 days ago,"Marketing, Ecommerce, Sale Online, Leadership, Sales",https://glints.com/vn/opportunities/jobs/truong-nhom-kinh-doanh-online/896c59b6-3f76-4b66-81c7-c346a551bf0f
1703,Business Operation Executive,Papaya Insurtech Asia,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,17 days ago,7 days ago,"Business Operations, Operations, Business Growth Strategy",https://glints.com/vn/opportunities/jobs/business-operation-executive/9dd6cd3c-bdfd-4e07-87c5-ec68dc6cdae5
1704,Senior Flutter Developer,Medici,"Hà Nội, Vietnam",Company prefers not to disclose,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"Flutter, Software Development, Mobile Applications",https://glints.com/vn/opportunities/jobs/senior-flutter-developer/5b4e0462-625c-4daa-a266-a2193c651ae3
1705,Talent Acquisition Senior,Medici,"Hà Nội, Vietnam",Company prefers not to disclose,3 - 5 năm kinh nghiệm,Việc làm fulltime,Human Resource,11 days ago,11 days ago,"Giao Tiếp Tốt, Phân Tích Và Đánh Giá, Kỹ Năng Phỏng Vấn",https://glints.com/vn/opportunities/jobs/talent-acquisition-senior/5174b808-1485-49e5-90c3-29c0a3275da0
1706,SEO Leader,Gleads,"Ho Chi Minh City, Vietnam",VND20.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,18 days ago,18 days ago,"Google Tag Manager, Ahrefs, Tiếng Anh, SEO, Google Data Studio, Google Keyword Planner, Screaming Frog, Google Analytics, Google Search Console",https://glints.com/vn/opportunities/jobs/seo-leader/32ad80a9-c3ab-456a-bd36-842511530447
1707,Senior Product Marketing Executive,Vui App,"Hà Nội, Vietnam",Company prefers not to disclose,,Việc làm fulltime,Product Management,2 months ago,19 days ago,"Product Marketing, Market research and business analysis, Production Planning",https://glints.com/vn/opportunities/jobs/senior-product-marketing-executive/fa128754-5131-4ac2-a34d-91d6941ba4c0
1708,NET Developer,Pixelz,"Hà Nội, Vietnam",Company prefers not to disclose,,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"Bachelors Degree, Computer Science, .net Framework",https://glints.com/vn/opportunities/jobs/net-developer/ea878602-d852-4798-b9e2-d345de6e702a
1709,Talent Acquisition Executive,SYBSY,"Hà Nội, Vietnam",USD400 - 1.200/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Human Resource,6 months ago,13 days ago,"Work Under Pressure, HR Recruiter, Responsibility, Talent Acquisition, Employer Branding",https://glints.com/vn/opportunities/jobs/talent-acquisition-executive/d5d16b16-f5f9-4604-8dde-07e7de417218
1710,Inside Sales (Hanoi),HTech Resources Company Limited,"Ho Chi Minh City, Vietnam",VND12.000.000 - 24.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 months ago,4 months ago,"Information Technology, Inside Sales Representative, Inside Sales",https://glints.com/vn/opportunities/jobs/inside-sales-hanoi/5af7c680-9187-410d-ab60-cbe0e5334189
1711,Inside Sales (Ho Chi Minh),HTech Resources Company Limited,"Ho Chi Minh City, Vietnam",VND12.000.000 - 24.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,4 months ago,6 days ago,"Cybersecurity, Information Technology, Inside Sales Representative, Inside Sales",https://glints.com/vn/opportunities/jobs/inside-sales-ho-chi-minh/50bc6c22-159d-40e4-87b6-db0be004bd61
1712,NHÂN VIÊN QUẢN LÝ KHÁCH HÀNG TRẢ TRƯỚC (TẠI HÀ NỘI),FPT Telecom,"Hà Nội, Vietnam",VND12.000.000/month,,Việc làm fulltime,Other,2 months ago,2 months ago,"Thân Thiện, Linh Hoạt, Good Communication Skills",https://glints.com/vn/opportunities/jobs/nhan-vien-quan-ly-khach-hang-tra-truoc-tai-ha-noi/6bc8c6f8-1d2b-47a7-9ffc-8670d1a39ef4
1713,SENIOR JAVA DEVELOPER,Ascend Technology,"Hà Nội, Vietnam",Company prefers not to disclose,5 - 10 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,4 months ago,"Java, API, Spring Boot",https://glints.com/vn/opportunities/jobs/senior-java-developer/587d1733-58b6-412d-9d58-a0a586c4ea36
1714,Market Specialist,TikTok Vietnam,"Ho Chi Minh City, Vietnam",IDR100 - 2.001/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Customer Service, Marketing Communications, Marketing, Content Writing, Market Research, Good Communication Skills, Data Analysis, Strategic Planning",https://glints.com/vn/opportunities/jobs/market-specialist/7e2f7511-dff6-442e-964f-0ddaeb5ad6db
1715,INTERN DESIGNER,CÔNG TY TNHH ĐẦU TƯ GIẢI TRÍ ĐEN VÀ TRẮNG,"Quận 10, Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Thực Tập,Design,25 days ago,24 days ago,"Prepare rough drafts and present, Think creatively and develop new, Brainstorm  develop creative ide, Work on the detail art execution",https://glints.com/vn/opportunities/jobs/intern-designer/2320c005-18a9-4619-ba66-a9c978bcafef
1716,CnB Executive,KardiaChain,"Quận 1, Ho Chi Minh City, Vietnam",IDR100 - 200/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Human Resource,1 month ago,1 month ago,"Employee Engagement, Onboarding, Employee Relations",https://glints.com/vn/opportunities/jobs/cnb-executive/dcf09c09-9bb5-42d9-a346-127dc17776f0
1717,[HCM] Nhân Viên Tư Vấn Tuyển Sinh,MindX Technology School,"Ho Chi Minh City, Vietnam",VND15.000.000 - 20.000.000/month,,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Telesales, Kỹ năng làm việc nhóm, Có Laptop Cá Nhân",https://glints.com/vn/opportunities/jobs/hcm-nhan-vien-tu-van-tuyen-sinh/f8d658bc-dabd-406c-9a59-3cb9812c9adf
1718,[HN] Nhân Viên Tư Vấn Tuyển Sinh,MindX Technology School,"Hà Nội, Vietnam",VND15.000.000 - 20.000.000/month,,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Telesales, Kỹ năng làm việc nhóm, Có Laptop Cá Nhân",https://glints.com/vn/opportunities/jobs/hn-nhan-vien-tu-van-tuyen-sinh/bfcfebb9-2f94-4bb1-94b6-79f338a3989b
1719,SOFTWARE DEVELOPER INTERNSHIP,WEALLNET,"Quận 1, Ho Chi Minh City, Vietnam",Login to view estimated salary by Glints.,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,8 months ago,3 days ago,"Object-Oriented Programming (OOP), Node.js, jQuery, Friendly And Cheerful, Good Interpersonal Skills, Basic Javascript, Detail-oriented And Meticulous, Software Testing, Motivated And Dedicated, Patient And Persistence, KnockoutJS, Patience and Friendly, Good Attitude, team spirit, Strong Communication And Interpersonal Skills, Flutter / Dart, Inspire Team member, Troubleshooting, Out Going Personality, Microsoft .NET Technology, Teamwork And Interpersonal Skills",https://glints.com/vn/opportunities/jobs/software-developer-internship/ff3fd9f3-7a69-4d26-a642-3c00edce52bb
1720,Remote - Junior Developer,Fetch Technology,"Da Nang, Vietnam",USD100 - 2.500/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,11 days ago,11 days ago,"Node.js, HTML, Good Command Of English",https://glints.com/vn/opportunities/jobs/remote-junior-developer/dc328d8e-d97e-48b7-a4c7-33a3f00da6b2
1721,Remote - Junior Developer,Fetch Technology,"Ho Chi Minh City, Vietnam",USD100 - 2.500/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,11 days ago,10 days ago,"Node.js, HTML, Good Command Of English",https://glints.com/vn/opportunities/jobs/remote-junior-developer/b3a2d8b8-2ce0-4cfb-9510-036e26715a50
1722,Remote - Junior Developer,Fetch Technology,"Hà Nội, Vietnam",USD100 - 2.500/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,11 days ago,5 days ago,"Node.js, HTML, Good Command Of English",https://glints.com/vn/opportunities/jobs/remote-junior-developer/0277608c-ed69-43d9-90a7-a57b887ae1a7
1723,Junior Developer,Fetch Technology,"Hà Nội, Vietnam",USD100 - 2.500/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,11 days ago,11 days ago,"Node.js, HTML, Good Command Of English",https://glints.com/vn/opportunities/jobs/junior-developer/e1fc88f1-2462-4f14-93c9-1dfd8e7ce054
1724,THỰC TẬP SINH (LẬP TRÌNH MOBILE - ANDROID),FPT Telecom,"Ho Chi Minh City, Vietnam",VND8.000.000/month,,Việc làm fulltime,Other,3 months ago,3 days ago,"tim hieu cong nghe moi, Java, yeu cau tu cap tren",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-lap-trinh-mobile-android/a8593219-95d1-4338-a507-85dcc7387543
1725,(Hanoi) Game Designer Intern,Gear Inc.,"Hà Nội, Vietnam",Company prefers not to disclose,,Thực Tập,Design,5 months ago,25 days ago,"English, Good Communication Skills, Logical Thinking",https://glints.com/vn/opportunities/jobs/hanoi-game-designer-intern/e2dc7f8e-6f4d-450c-bd1a-f0ddb6579cc3
1726,[Urgent] UX Engineer (Up to 3000USD),INKR Global,"Quận 7, Ho Chi Minh City, Vietnam",VND23.000.000 - 70.000.000/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,25 days ago,5 days ago,"Front-end, Time Management Skills, JavaScript, ReactJS, React Native, Flutter, Engineering, Ui/ux, Manga, English, Ant Design, Html5, SEO, Xcode, Ux Design, Communication Skills, Css3, Strong Analytical Skills, React Framework, Anime, Comics, Problem-solving Skills, Google Material Design, Android Studio",https://glints.com/vn/opportunities/jobs/urgent-ux-engineer-up-to-3000usd/bc7d1243-007c-45e0-bc88-f6e0a13eecd3
1727,Thực Tập Sinh Corporate Communication ,Schneider Electric Vietnam,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,,Thực Tập,Marketing,5 months ago,23 days ago,"Marketing Communications, Social Media Marketing, Sales and Marketing",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-corporate-communication/1fa22f7f-6951-47f1-8c1d-1dc6df25fcca
1728,Thực Tập Sinh Kiểm Thử Phần Mềm,Selex Motors,"Hà Nội, Vietnam",VND4.000.000/month,,Thực Tập,Software Engineering,5 months ago,3 days ago,"Năng Động, Software Testing, Tinh Thần Trách Nhiệm, Sáng Tạo",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-kiem-thu-phan-mem/7d9e9fd2-bcb8-487b-9dba-218ed599126c
1729,CTV Marketing Part-time (Remote),Cd Group,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,,Việc làm part time,Marketing,11 months ago,2 months ago,"Photo & Video Editing, Content Creation, Copywriting & Editing, Good Communication Skills, Content Marketing",https://glints.com/vn/opportunities/jobs/ctv-marketing-part-time-remote/1d02cd5b-dcd4-48cf-8caf-d84ff41021e4
1730,Senior Campaign Planning - Acquisition,TAPTAP,"Quận 1, Ho Chi Minh City, Vietnam",Login to view estimated salary by Glints.,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Project Management, Multi-tasking, Good Communication Skills, Presentation Skills",https://glints.com/vn/opportunities/jobs/senior-campaign-planning-acquisition/f1e4e3f8-f1f2-43d0-ad85-e582505c52fd
1731,Chuyên viên phân tích chứng khoán ,Pinetree Securities Corporation,"Hà Nội, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,2 months ago,20 days ago,"Equity Valuation, Financial Reporting, Financial Accounting, Stock Analysis, Equity Research",https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-chung-khoan/fd290279-9a90-4cfc-8e96-3313bd885919
1732,Senior Digital Marketing ,Pinetree Securities Corporation,"Hà Nội, Vietnam",Login to view estimated salary by Glints.,5 - 10 năm kinh nghiệm,Việc làm fulltime,Marketing,13 days ago,12 days ago,"Digital Marketing, English, Budget Management, Company Branding",https://glints.com/vn/opportunities/jobs/senior-digital-marketing/8d9a46b7-1653-4580-90f7-4f8d9f62fa57
1733,Fresher/Junior Backend Developer (Nodejs),Ant-Tech,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",VND8.000.000 - 18.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,4 months ago,yesterday,"GraphQL API., Docker, nodejs, Nginx, NestJS, MongoDB, Restful Api, Git",https://glints.com/vn/opportunities/jobs/fresher-junior-backend-developer-nodejs/1f51dab9-3ac9-450c-82d6-f611d4562ca3
1734,COPYWRITER INTERN,MEKONG COMMUNICATIONS ,"Quận 3, Ho Chi Minh City, Vietnam",VND2.000.000/month,Dưới một năm kinh nghiệm,Việc làm fulltime,Other,16 days ago,16 days ago,"Positive Thinking, English Writing, Copywriting",https://glints.com/vn/opportunities/jobs/copywriter-intern/1bea02d1-46f8-4131-a8fd-76829182516f
1735,DIGITAL MARKETING SUPERVISOR,Bipo Service (Viet Nam) Co. Ltd,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,3 months ago,"Digital Illustration, Digital Campaign, Digital Marketing, Digital And Ecommerce, Digital Advertising",https://glints.com/vn/opportunities/jobs/digital-marketing-supervisor/b20a45b6-406b-42ff-b825-28084090579d
1736,Chuyên viên Quản lý khách hàng/Client Management Specialist,Tada Edtech Platform,"Quận 1, Ho Chi Minh City, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,3 months ago,3 months ago,"Digital Platform, basic electrical knowledge, installation tools, technology-engineering",https://glints.com/vn/opportunities/jobs/chuyen-vien-quan-ly-khach-hang-client-management-specialist/e11005df-3e5a-43da-b348-5c8b36f93f4a
1737,COO Assistant,Base.vn,"Hà Nội, Vietnam",VND9.000.000/month,Dưới một năm kinh nghiệm,Việc làm fulltime,Operations,13 days ago,11 days ago,"Project Management, Operations, Good Communication Skills",https://glints.com/vn/opportunities/jobs/coo-assistant/b4e809f4-2514-4ffa-b165-4e3ed90f3bc6
1738,Nhân Viên Kiểm Hàng Tại Siêu Thị,Công Ty TNHH Cánh Đồng Vàng,"Ho Chi Minh City, Vietnam",VND12.000.000 - 13.000.000/month,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,6 months ago,5 days ago,"Sắp xếp và lập kế hoạch, Tư vấn bán hàng., Trưng Bày Sản Phẩm",https://glints.com/vn/opportunities/jobs/nhan-vien-kiem-hang-tai-sieu-thi/e5b167c3-6457-4b8e-8275-66b87e1dc2e4
1739,Senior Executive - Public Relation,TAPTAP,"Quận 1, Ho Chi Minh City, Vietnam",Company prefers not to disclose,3 - 5 năm kinh nghiệm,Việc làm fulltime,Media & Communications,5 days ago,5 days ago,"Public Relations Campaign, Digital Public Relations, Press Release, Public Relation, Public Relations, Strategic Public Relations Planning",https://glints.com/vn/opportunities/jobs/senior-executive-public-relation/d4a4efb9-ebe0-44e3-81f6-efca4cefae6b
1740,Test Automation Engineer ,Fetch Technology,"Ho Chi Minh City, Vietnam",USD100 - 4.000/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"Good Interpersonal Skills, API Testing, AWS Code Commit",https://glints.com/vn/opportunities/jobs/test-automation-engineer/04d8155b-2fe1-4b30-bb13-db01586185c2
1741,Test Automation Engineer,Fetch Technology,"Hà Nội, Vietnam",USD100 - 4.000/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"Excellent Verbal And Written Communications Skills, strong programming skills, Git",https://glints.com/vn/opportunities/jobs/test-automation-engineer/ca7cb13f-30de-4226-80c1-28b7f2dca16b
1742,Chuyên viên Content Marketing (Marketing B2B),Admicro,"Hà Nội, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,5 months ago,"Social Media, Email Marketing, Website Marketing, Content Marketing",https://glints.com/vn/opportunities/jobs/chuyen-vien-content-marketing-marketing-b2b/300354ea-5bc7-46fb-831d-aa68166f43f4
1743,Chuyên viên Kế toán Thuế,Công Ty Cổ Phần Proship ,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,5 months ago,4 months ago,"Accounting, Auditing, Tax Accounting",https://glints.com/vn/opportunities/jobs/chuyen-vien-ke-toan-thue/cb36968d-8db8-458b-8bca-ed043fae50ac
1744,Chuyên viên Kế toán Thuế,Fado.vn,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,6 months ago,2 months ago,"Accounting, Account Management, Financial Accounting",https://glints.com/vn/opportunities/jobs/chuyen-vien-ke-toan-thue/0f9f014c-c499-4f6d-ae58-e6b6da9358a3
1745,Account tư vấn SEO,ORI MARKETING AGENCY,"Hà Nội, Vietnam",VND8.000.000 - 25.000.000/month,Dưới một năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,1 month ago,"Đam Mê Kinh Doanh, Digital Marketing, Giao Tiếp Tốt, SEO, Kỹ năng thuyết trình, Cập Nhật Xu Hướng, Tin học văn phòng, Kĩ Năng Trình Bày, Microsoft Office, Tinh Thần Trách Nhiệm",https://glints.com/vn/opportunities/jobs/account-tu-van-seo/0e09b57a-b95a-4f8d-ab91-5011d26cdf76
1746,SENIOR ACCOUNT EXECUTIVE,WEALLNET,"Quận 1, Ho Chi Minh City, Vietnam",Login to view estimated salary by Glints.,3 - 5 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,6 days ago,6 days ago,"Project Planning, Customer Relations, Client Relationship Strengthening, Creative Thinking, Team Leadership, Product Marketing, media business strategy, Motivated And Dedicated, Patience and Friendly, industry~media, Market research and business analysis, Media Pitching, Client Relations, Client Acquisition, Statistical Data Analysis, Account Manager, Good Communication Skills, Business Planning, Sales Pitch, well organized, Out Going Personality, Teamwork And Interpersonal Skills",https://glints.com/vn/opportunities/jobs/senior-account-executive/9bb14a35-24fa-4f60-81fd-172fee76870a
1747,Remote Mobile Developer,Scopic,"Hà Nội, Vietnam",Company prefers not to disclose,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,25 days ago,14 days ago,"Java, iOS, Android",https://glints.com/vn/opportunities/jobs/remote-mobile-developer/dbd029d2-5191-4f17-88c0-2772c9e6ea9b
1748,Nhân viên tiếp thị ,GOODFOOD,"Ho Chi Minh City, Vietnam",IDR100 - 200/month,,Việc làm fulltime,Business Development / Sales,27 days ago,27 days ago,"Chịu Khó Học Hỏi, Giao Tiếp Tốt, Tỉ Mỉ Và Cẩn Thận, Hoạt Bát, Có Sức Khỏe",https://glints.com/vn/opportunities/jobs/nhan-vien-tiep-thi/c3163fa4-5ada-4d09-b997-6d1fd88fe508
1749,SOCIAL MEDIA LEADER,Redcarpet Agency,"Quận 1, Ho Chi Minh City, Vietnam",VND2.000.000 - 30.000.000/month,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,24 days ago,24 days ago,"Instagram, Social Media, SEO, Facebook, YouTube",https://glints.com/vn/opportunities/jobs/social-media-leader/a81c0413-6eff-411b-9c31-9c4d2a4c1a68
1750,Front-end Developer,Gimasys,"Ho Chi Minh City, Vietnam",Company prefers not to disclose,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,5 months ago,6 days ago,"Programming, English, Html5 & Css3, Good Communication Skills, Git, Adobe Photoshop",https://glints.com/vn/opportunities/jobs/front-end-developer/1e4b83c1-a89f-4268-9b5a-1cee84340f04
1751,Chuyên viên tư vấn đầu tư Bất Động Sản Cao Cấp,I LIKE LAND,"Hà Nội, Vietnam",VND12.000.000 - 18.000.000/month,Dưới một năm kinh nghiệm,Việc làm fulltime,Consulting,6 months ago,4 months ago,"Consultant, Financial Analysis, Sales, Business Planning",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-dau-tu-bat-dong-san-cao-cap/48bd15cd-bba9-4a69-a86a-ed3d356bec69
